,sentence,emoji
6713,只是建议而已,[色]
6714,象宝宝，诡计多端的。。。,[害羞]
6715,那个花衣服的是不是不会跳啊,[哆啦A梦吃惊]
6716,痛经的集美们可以看过来 可以缓解疼痛 cr 瑜伽安安,[心]
6717,我倒是想去呀，可实力不允许呀,[苦涩]
6718,教大伙一个真理，打团时你再强都有可能有人不要你，但没人能拒绝一位肤白貌美大长腿的妹妹,[doge]
6719,致敬殉职司机杨勇！永远怀念我们的老班长杨勇同志。致敬英雄,[中国赞]
6720,哈哈哈哈哈哈哈教练用重庆方言怒怼学车学员…哈哈哈笑出腹肌了野驴叔叔的秒拍视频,[笑cry]
6721,坐标深圳，今天刚打4价！831！,[拜拜]
6722,一小时原神才43°，这是不是来给一家打广告的？或者这哥们之前没体验过火龙,[doge]
6723,阳刚恶臭男,[嘻嘻]
6724,首先排除一下一个特殊情况哈哈哈哈哈哈哈哈哈哈，我从来没有写到具体地址,[笑哈哈]
6725,越来越卷了也是,[笑cry]
6726,我可太羡慕陈晓了，羡慕陈晓能从小配角奋斗到主角，而我没有这样的能力，羡慕陈晓能从零开始自己单打独斗走到今天，而我不能，羡慕陈晓有颜值也会磨炼自己演技的进取精神，而我没有，羡慕陈晓赚了那么多钱还能不忘初心，我不知道我行不行，因为我赚不了那么多,[抓狂]
6727,导弹肯定打不到啊，导弹才多少公里射程蛙蛙也就配来几个火箭炮,[doge]
6728,波兰与俄罗斯前世是仇家，俄乌战争在难民的服务非常周到，战争前波兰用俄罗斯的天燃气大约占40%，低价管道天燃气都不用，做制裁反俄的急先锋，波兰不怕俄罗斯永久断气吗,[污]
6729,小豹子要继续向前跑啊 还是舍不得燕破岳啊 怅然若失的感觉,[悲伤]
6730,小协协呀 你为什么不自己发公告呢是因为不喜欢吗？还是自己哪些破事没解释清楚？ 你能不能把你自己的那些事解释清楚在出来呀 要我说几遍你才能变乖呀,[doge]
6731,吴青峰！你是我的神！please天天上班造福人类靴靴,[作揖]
6732,感谢每一位英雄 网页链接,[赞]
6733,想给谁花钱就给谁花， 钱干干净净赚的，干干净净花，有错？？？ 太平洋警察啊，管别人花钱，懂不懂互相尊重 到底是谁酸了，我不说,[拜拜]
6734,东南大学 来啦来啦,[赞啊]
6735,想去线下看比赛疫情退散,[苦涩]
6736,花少3是真正的花儿与少年啊！怪不得当年那么多人因为这个综艺被他圈粉！！ UP主: 买雨衣吗小芽 怪不得当年那么多人因为这个综艺被他圈粉！！,[心]
6737,像是来自深海的悲鸣 但我第一时间想起的是《化身孤岛的鲸,[抱一抱]
6738,那么没有男朋友的建议干什么吃狗粮吗？,[悲伤]
6739,吓一跳溜了溜了,[doge]
6740,反正我上头了，黑色沙漠手游里都是又美又飒的漂亮姐姐谁会不喜欢,[送花花]
6741,学校通知两点做核酸，一操场学生一点就跑来排队，正中午能把人晒死 结果两点了还没一个医务人员 我觉着我要被晒的呼吸不上来了,[苦涩]
6742,我记得我那一年高考作文好像是关于前一篇阅读的内容，白鹿原还是啥，忘了,[允悲]
6743,Happy birthday 新一。,[心]
6744,老乡一路走好,[悲伤]
6745,嗯嘟 p0事故,[阴险]
6746,杨洋 今晚有两集奇迹息息,[打call]
6747,#玉无缘 反派# 本人被xl了 不会脑子被掏空的编剧 真的以为且试的原著盘太低吧 这可是火了至少10年+的古风诶,[嘻嘻]
6748,星星觉得今晚mvp是谁呢？猜猜看,[拳头]
6749,五一期间赋黄码两次谁懂,[伤心]
6750,不要路透哦，大家可以去看现在正在热播《的重生之门》，也期待暑假档电影《断桥》,[赢牛奶]
6751,三个多月了 快递的影子都看不到 我是生活在2022年么,[微笑]
6752,哇哇 好优秀,[哇]
6753,还有那些高空甩烟头的，真的该关起来,[怒]
6754,5月，劳动节，致敬每一位拼搏奋进的劳动者；青年节，愿你勇敢逐梦；国际护士节，向白衣天使说声“辛苦了”……，接下来的日子，愿你继续全力以赴，朝着理想中的自己大步迈进！,[心]
6755,让大学生回家 拒绝一刀切防疫政策,[泪]
6756,日更吧我知道就输怕我看完了下个月不充会员,[苦涩]
6757,请问一下这种校长可以上链接吗,[举手]
6758,看见有人落水第一时间想的就是救人，啥也顾不上，好样的,[赞]
6759,🙏🏻🙏🏻🙏🏻🙏🏻踩踩佩顿,[泪]
6760,这个标题…我只能说有点无语 我以为是科普知识，你跟我说舒服到起不来 标题党 木的,[汗]
6761,上海在疫情期间的宣传工作，绝对是全国各省市直辖市自治区的第一名。 辟谣第一、评论区第一、建方舱和关方舱都是第一名，上海市政府真的是优等生，就是拖全国人民后退那种！上海啥时候官员大整顿,[喵喵]
6762,冷知识：iPad Air 2目前还可以接收最新的iPad OS 15系统更新，是目前为止最长寿的iPad机型,[思考]
6763,以为早就判刑了呢，我以为早就被崩了呢,[笑cry]
6764,感觉钱都不是钱了，上海现在这个鸟样，股市能好才怪。,[微笑]
6765,杭州一医院采样点酷似土地庙，医院：符合设点规定，现在已撤除。,[笑cry]
6766,就这还得感谢呢 网页链接,[哆啦A梦害怕]
6767,终于等到了，蛇蛇被放出来了，看他的神情必定是要来个大的 卷花里揪一个送68庆贺蛇蛇大展宏图！[发射爱心],[哇]
6768,一个疯婆子，一个温婉女子，演的真好，同张脸却完全分的出谁是谁,[鼓掌]
6769,经常吃水果会让皮肤变好，就是这个原因，不怎么喜欢吃水果的我也会买水果在家看见了就吃点,[耶]
6770,不知道什么时候开始，只要有新歌发售，就必定会有一条亘古不变的词条冲上热搜! TXT带着新曲回归啦，但有一说一，我觉得这次的回归曲还是不错的，你们觉得呢？,[允悲]
6771,对对对对对，很对很对，你建议的很好 听我说 谢谢你 因为有你 温暖了全网 实在闲着无聊进厂吧,[赞]
6772,也是真的勇 什么都敢,[汗]
6773,哈哈哈哈哥你这，咱们又上热搜了,[允悲]
6774,【今天的 来了~】大文快報（2022.05.04）周三 1.行政长官候选人李家超今午与青年会面交流，勉励青年勇于创新，挑战自己，把握本地、大湾区及国际机遇。 2.立法会今日三读以87票赞成、1票弃权、0票反对通过涉及2022-2023年度财政预算案的拨款条例草案。 3.第十三届鲁迅青少年文学奖香港赛区征 ...全文,[耶]
6775,每有一个系列赛追平的球队 就有一个被横扫的篮网被拉出来网暴 恭喜篮网成为本赛季唯一被横扫的队伍,[喵喵]
6776,王俊凯期待期待,[哇]
6777,身份证号输错了怎么改？政务电话，健康码电话，申诉都搞,就是解决不了.
6778,等你股价跌到39,[doge]
6779,#合肥 疫情防控#我弄你三从上海回来不报备想什么呢我真的想骂人，现在我只想官方能尽快把五个人五天的流调整出来,[裂开]
6780,还能说什么呢，梅老板牛逼！！,[打call]
6781,昌平居民流下了羡慕的泪水……,[笑cry]
6782,真的不建议上热搜,[委屈]
6783,有点艺术感 这角度绝了 好有漫画感！！ 看了半天才发现是影子,[哆啦A梦吃惊]
6784,张晚意好好看！！！,[抱一抱]
6785,我那时候都不知道吃了多少克了,[doge]
6786,韦东奕的智商-我的智商≈韦东奕的智商,[喵喵]
6787,求求了能让我多活两天么,[跪了]
6788,炸蛋烤鱼对本人来说真的没啥吸引力，换做油条我就太可了,[苦涩]
6789,造谣抹黑，无事生非，是霉帝的一贯伎俩！ 事实证明它们所造的谣哪止新疆一事？反正一句话：相信美国鬼的说话只能证明智商低下,[弱]
6790,我天 要注意身体啊,[哆啦A梦吃惊]
6791,想让白风夕有钱钱，掉马了就应该能实现了,[允悲]
6792,炒股必看干货！小白赶紧收藏，守好自己的钱袋子 市盈率、市净率有什么区别？除权、高送转是什么？a股、B股、H股各自区别在哪？不一定要炒股，但这些知识你该懂！,[并不简单]
6793,真脏,[可爱]
6794,很久没看了 感觉情商都变低了,[嘻嘻]
6795,打嗡嗡牌这里 可以看1007遍 “准备好了吗？” “四倍啦~” “五倍啦~” “要不起吧~” 太欢乐了 直呼打嗡嗡牌的 世上最可爱 张艺兴 zyx zix lay ljj 东 飞天 krump 国风,[心]
6796,都快夏天了，一个冬奥会运动员还一天两个热搜,[偷笑]
6797,这事我们早就心知肚明了，其实我挺想听听音频的，为什么没有媒体放音频，我想看看证据呀,[衰]
6798,“两个世界，一次涅槃”， 开启平行时空人生冒险之旅～buff重重，笑料不断，📢 📢 📢 锁定爱奇艺，4月30日起中午12点，一路通关！《一往无前的蓝》播完来看《超时空大玩家,[彩虹屁]
6799,丐帮一天一个新要求 应该多要点,[笑cry]
6800,我永远期待下一案 我撒真的在大侦探 不管是哪种形式 他串起了故事,[悲伤]
6801,盘面解析： 小周期缩量顶启动调整，重点关注8分钟DEA能否撑住； 目前8分钟调整是放量的，已经有些KD并线了，那么这里撑住的概率就减小了。 加上地产板块开始冲高回落，所以短线不少板[凯洛伦]块都有跟风资金流出，短线要小心直接启动60分钟周期的回调。 由于8分钟DEA大概率跌破，那 ...全文,[感冒]
6802,他妈我专门让他放代收他自己手残点收货了。只能给我送家里。就这样还舔着脸让我去小区门口取。惯的他。,[太开心]
6803,哈登已经不是以前的哈登了，还是要看恩比德，这个系列赛76人可能危险了,[思考]
6804,虽然骆翔纹身 抽烟 打架 杀人 埋尸 进局子 但我们骆翔是个好孩子,[悲伤]
6805,腾竞别买了别买了，能换个队薅吗,[二哈]
6806,梦华录空镜 鱼水之欢#,[哇]
6807,嗯。。。越是痛苦越是要反复观看这三段。。。 住手！住手！！住手啊！！！🤧😫😫😫 （心情很复杂，一边羡慕得后槽牙被我咬碎，一边又觉得王俊凯也太可爱了吧😭😭😭😭好会撒娇(T ^ T)(T ^ T)） /,[抓狂]
6808,意难平,[泪]
6809,是我是我 ，可我还能有什么办法,[跪了]
6810,真是一位人美心善的女孩女孩为了上海的抗疫，抛弃父母的不舍，勇敢的来到这座城市，为这座城市的健康发着光和热。今天是五四青年节，是一个属于青年人的节日，祝她越来越年轻，越来越漂亮，同时希望疫情尽快清零，让市民走向户外，拥抱期待已久的蓝天白云！,[鲜花]
6811,这个病毒的毒性只会越来越低，传染性只会越来越高，清零的防控难度只会越来越大，因为病毒也想生存和发展，直接毒死一个人，就没法生存，也没法再传染了,[doge]
6812,/ 冯雨问及刘名凯是否会觉得自己这种女生在别人看来过于强势，刘名凯表示“谁都会强势，但是能强势和能沟通是两回事”,[赢牛奶]
6813,哟呵~这下BBQ了吧合格的前任就该像死了一样的，还出来蹦哒,[馋嘴]
6814,致敬默默无名的航天人,[送花花]
6815,昨天就在想不更新的时候估计会有这个热搜,[笑哈哈]
6816,微博更新就这点好处显示IP 一堆吉林省外的在那逼逼什么迷惑发言 活不起了你？祝你封到死,[微笑]
6817,方圆脸➕肉感的我学到了！老婆们快冲,[舔屏]
6818,期待赵露思孙头头,[抱一抱]
6819,啊啊啊啊啊啊啊啊一把子期待住了 期待青年演员王一博饰演的杨震！ “我的想念不会分歧 全都偏向你” @UNIQ-王一博,[哇]
6820,曹你大坝居然欺负小贝 蒽。。怎么不算极端呢。。 团团你看看啊团,[抓狂]
6821,为啥水果最好带皮吃,[吃惊]
6822,弹幕都在帮忙抱上去安慰她啊,[允悲]
6823,真就有人张嘴说北京高考简单400上清华啊？ 怎么对北京恶意这么大？有本事高考志愿里别填北京啊,[费解]
6824,真的建议不要建议了,[拜拜]
6825,张翰 恭喜完美收官～ 感谢宝贝今晚的陪伴，相信蓝焰精神永不止步，向所有英雄的消防员们致敬！ 最优秀的消防翰，一起开启全新征程吧,[鼓掌]
6826,校长我也是您的学生,[允悲]
6827,#乌鲁木齐 核酸# 每逢佳节捅三捅,[拜拜]
6828,是能说的吗，亮马河就是北京小上海不愧是使馆区。,[嘻嘻]
6829,百廿东大，止于至善!🎂 吾辈青年，接续向前!,[加油]
6830,rnm煞笔，赵玉真死了艹这动画再看一眼都恶心,[可爱]
6831,是肖顺尧喜欢的大侠 也是我喜欢的演员演我爱看的剧 愿一切顺利，拍戏开心@MIC肖顺尧Aero 期待《莲花楼》笛飞声 #Never Stop-肖顺尧[音乐]#,[太开心]
6832,好温柔的幸福,[哇]
6833,庄文杰 好想你 到底给我灌什么迷魂药了 让我现在茶饭不思 就想赶紧见到你,[悲伤]
6834,#暴雪 魔兽#我还以为wow出手游了，结果你这个好像是魔兽争霸不是魔兽世界啊而且看起来很拉啊,[笑cry]
6835,不拴绳遛狗，还有理了,[汗]
6836,已经到了最后了 进度条无限接近100与陈陌和骆翔继续闯关，逐光向前,[羞嗒嗒]
6837,每天都很期待！,[送花花]
6838,每年抢票的快乐没有了（并不快乐其实）,[摊手]
6839,没做就没做呗 有些酸黄瓜非得来现眼 直播间几百万人已经很厉害了谢谢 没人逼你们这些酸🐔来找存在感呢人家积极向上体态良好你们臃肿颓废酸不拉几,[作揖]
6840,战至巅峰 嗯据我所知 这个节目是明星打电竞的节目吧 起名饮水机…就是说，嗯，是在内涵你家哥哥没名气在这个节目里露不了脸只能和饮水机相伴吗？ 毕竟竞人参加这个节目也就是联盟派的任务罢了，巴巴地想着靠这个节目露脸多点人认识以免之后没活接在家抠脚的恐怕是你家哥哥吧？,[疑问]
